ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
hoch,gleich,runter,gleich,gleich,gleich,4,4,2,3,3,,3,4,3,3,5,2,4,3,4,3,2,2,3,4,4,4,3,2,1,3,1,2,2,2,1,3,1,3,2,Sonstiges VG,31,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,1,4,1,3,3,,2,4,3,3,4,3,4,1,4,2,3,4,2,4,4,4,3,,,,,,,,,,,,,Chemie/Pharma,151,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,hoch,gleich,gleich,gleich,gleich,3,1,2,2,3,,,5,1,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,,,,,,,,,UBeratung,8,5-9,5-19,205.9583333333333,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,gleich,4,4,2,2,3,,1,4,1,,5,3,4,1,3,1,1,3,1,4,2,5,4,1,1,1,1,,2,4,1,5,1,4,2,Maschinenbau,140,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,gleich,gleich,gleich,runter,gleich,3,2,3,4,,,2,3,3,3,3,1,1,3,4,4,1,1,5,5,5,3,1,1,5,5,1,4,2,4,2,3,2,3,3,Maschinenbau,200,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,gleich,gleich,2,3,2,3,3,,2,3,3,3,,2,4,2,5,4,2,2,3,5,5,5,4,2,2,1,,,,,,,,,,IKT-Hardware,21,20-49,20-99,14.84848484848485,0,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,hoch,hoch,hoch,1,5,3,3,3,,1,3,3,3,5,1,1,3,5,3,2,3,3,5,5,4,4,4,2,2,,,,,,,,,,Chemie/Pharma,100,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,runter,runter,runter,runter,runter,1,4,3,3,3,,2,1,3,3,5,1,1,1,5,5,3,3,,5,5,4,4,5,1,5,1,5,1,5,1,5,1,5,1,Maschinenbau,28,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,3,4,3,3,3,,2,4,3,3,3,3,2,3,5,4,2,2,3,4,4,3,3,2,3,4,,,,,,,,,,Sonstiges VG,100,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,1,1,1,1,3,,4,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Sonstiges VG,57,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,runter,runter,runter,runter,runter,5,2,3,4,2,,4,5,1,1,5,2,1,4,5,5,1,2,4,5,4,3,1,5,3,5,,,,,,,,,,Fahrzeugbau,74,50-99,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
hoch,hoch,runter,hoch,hoch,gleich,2,2,3,4,3,,3,1,3,3,3,1,2,2,5,5,3,3,3,4,3,3,3,3,3,3,1,4,1,2,1,4,1,4,1,IKT-Hardware,10,10-19,5-19,74.07142857142857,1,Infowi,IKT-Branche,IKT-Branche
runter,hoch,runter,runter,hoch,runter,4,4,3,3,3,,2,4,3,3,4,2,2,4,4,4,1,4,3,3,3,2,3,3,3,3,,,,,,,,,,Fahrzeugbau,21,20-49,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
runter,runter,gleich,gleich,gleich,gleich,4,5,2,3,3,,1,4,3,3,4,2,3,2,2,3,1,4,2,4,2,4,2,2,1,3,,,,,,,,,,IKT-Hardware,266,250-499,>=100,8.576923076923077,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,runter,gleich,gleich,gleich,3,4,2,3,3,,2,3,3,3,,1,2,4,4,4,1,1,3,4,5,4,3,4,5,5,,,,,,,,,,Sonstiges VG,87,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,runter,runter,gleich,runter,gleich,1,2,3,2,3,,3,1,3,3,1,1,1,1,2,4,1,1,1,2,5,3,1,1,1,2,1,5,2,5,1,5,1,5,1,Maschinenbau,75,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,runter,runter,runter,runter,runter,3,3,2,4,1,Auskünfte,3,4,1,1,4,2,2,3,3,2,1,2,1,5,4,2,2,3,3,1,,,,,,,,,,Maschinenbau,44,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,gleich,gleich,gleich,gleich,runter,2,4,3,3,3,,2,4,3,3,,2,2,5,5,5,1,2,5,3,2,3,3,2,1,5,,,,,,,,,,Sonstiges VG,180,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,4,4,2,3,3,,2,2,3,3,2,1,1,1,5,4,2,1,1,5,3,4,2,2,3,4,2,5,2,5,1,5,1,5,1,Sonstiges VG,540,500-999,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,hoch,gleich,gleich,hoch,gleich,1,1,,,3,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonstiges VG,44,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,hoch,gleich,gleich,gleich,gleich,3,4,2,3,3,,3,2,3,3,3,1,3,3,4,4,3,3,3,4,5,4,3,3,2,3,,,,,,,,,,Chemie/Pharma,440,250-499,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
runter,runter,runter,runter,runter,runter,3,5,2,2,3,,2,4,3,3,4,1,4,1,3,4,1,3,1,4,5,5,3,1,1,1,1,3,2,,1,3,1,3,2,Maschinenbau,320,250-499,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,3,5,3,3,3,,1,4,3,3,5,1,1,2,4,4,3,4,4,3,3,5,4,3,1,3,1,4,2,5,1,5,2,3,2,FuE,14,10-19,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,hoch,hoch,gleich,,,,,3,,3,4,,1,4,3,4,2,4,4,2,2,4,4,4,3,3,3,3,3,1,3,2,3,2,3,2,,3,UBeratung,15,10-19,5-19,205.9583333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,runter,runter,gleich,runter,5,5,1,2,3,,1,5,1,3,5,4,5,4,4,3,5,4,2,4,4,5,5,3,2,1,1,5,2,2,1,5,1,5,4,Werbung,230,100-249,>=100,28.5,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,hoch,gleich,1,5,3,2,3,,2,2,3,3,5,1,1,1,4,1,1,1,4,1,5,2,2,2,1,4,1,,2,3,1,5,1,5,1,FuE,9,5-9,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,gleich,gleich,hoch,2,5,2,2,3,,1,1,3,3,4,3,4,1,2,3,2,3,2,2,1,3,3,2,1,4,1,5,1,5,1,5,1,5,1,Fahrzeugbau,85,50-99,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
hoch,gleich,gleich,gleich,gleich,gleich,5,5,2,4,3,,2,5,3,3,5,2,4,2,4,4,2,3,2,5,5,2,3,3,2,3,1,3,,,,,,,,Sonstiges VG,270,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,runter,5,3,3,4,3,,3,5,1,3,3,1,1,1,5,5,1,3,5,5,3,3,1,5,5,5,1,5,1,5,1,5,,5,1,IKT-Hardware,15,10-19,5-19,74.07142857142857,1,Infowi,IKT-Branche,IKT-Branche
gleich,runter,gleich,gleich,gleich,gleich,4,5,3,3,3,,2,3,1,2,4,2,4,1,4,2,2,4,3,4,1,2,4,2,2,3,1,4,2,3,1,4,1,4,3,Sonstiges VG,155,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,3,3,3,3,3,,2,3,1,3,3,1,3,5,5,5,,3,5,5,5,1,,,,,,,,,,,,,,Chemie/Pharma,54,50-99,20-99,23.925,0,VG,VG,Chemie/Pharma
hoch,hoch,hoch,gleich,gleich,hoch,4,5,2,2,3,,1,4,3,3,5,3,3,2,4,4,2,4,2,4,2,4,4,2,3,4,,,,,,,,,,Fahrzeugbau,250,250-499,>=100,20.375,1,VG,VG,Fahrzeugbau
hoch,hoch,hoch,gleich,gleich,gleich,3,4,3,3,3,,2,3,3,3,4,1,2,4,4,5,2,3,4,4,4,4,3,3,3,3,2,4,,4,2,4,1,4,2,Fahrzeugbau,60,50-99,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
gleich,gleich,gleich,gleich,gleich,gleich,3,3,2,2,3,,1,5,3,3,5,5,5,5,3,3,3,3,4,3,3,5,5,1,1,1,,,,,,,,,,Sonstiges VG,10,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
gleich,gleich,hoch,gleich,gleich,gleich,3,3,3,4,3,,3,3,2,3,4,1,1,1,5,5,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,Fahrzeugbau,30,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
gleich,gleich,gleich,hoch,hoch,hoch,3,4,2,3,3,,3,3,3,3,4,2,3,3,5,4,2,2,2,2,2,3,3,2,1,2,1,3,2,4,1,4,1,4,2,Werbung,26,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,4,5,3,3,3,,1,5,1,1,3,1,2,4,5,5,1,3,5,5,4,2,3,4,2,4,1,5,2,4,1,3,1,3,3,IKT-Dienstleister,162,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,gleich,gleich,2,4,2,2,3,,2,2,3,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,,,,,,,,,,Fahrzeugbau,18,10-19,5-19,38.76,0,VG,VG,Fahrzeugbau
runter,gleich,runter,gleich,gleich,runter,3,2,2,2,3,,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,1,1,2,Fahrzeugbau,12,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,runter,gleich,gleich,gleich,gleich,5,4,3,4,3,,2,5,3,3,5,2,5,4,5,4,3,2,3,3,5,3,3,4,3,3,2,3,2,3,1,3,1,3,2,Sonstiges VG,27,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,gleich,runter,hoch,hoch,hoch,2,,2,3,3,,,2,2,2,4,3,3,3,4,4,2,4,4,4,4,3,3,2,4,3,1,5,1,3,1,5,1,5,2,Sonstiges VG,55,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,runter,gleich,gleich,runter,2,4,3,3,3,,2,3,3,3,5,1,5,3,3,4,1,1,1,3,2,1,1,4,2,2,1,4,1,4,1,4,1,3,4,Chemie/Pharma,1538,>=1000,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
gleich,gleich,gleich,gleich,gleich,gleich,5,5,2,3,3,,2,5,3,3,4,1,5,1,3,3,3,3,1,3,3,3,5,1,1,3,,,,,,,,,,Chemie/Pharma,23,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
gleich,gleich,hoch,gleich,gleich,gleich,4,4,2,3,3,,2,4,3,3,5,2,2,2,3,3,2,3,3,3,2,3,3,4,1,2,1,3,2,3,1,3,2,3,2,Fahrzeugbau,40,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
runter,runter,gleich,gleich,gleich,gleich,5,5,2,3,3,,1,3,3,3,5,1,5,1,2,2,1,5,1,3,1,5,3,5,1,3,1,5,2,5,1,5,1,5,1,Chemie/Pharma,35,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
gleich,gleich,gleich,gleich,gleich,gleich,2,4,2,3,3,,2,3,1,3,5,3,4,1,5,4,3,3,2,4,3,4,3,3,1,1,1,5,2,5,1,5,1,5,1,Chemie/Pharma,327,250-499,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
gleich,gleich,gleich,gleich,gleich,gleich,3,4,2,2,3,,2,2,3,3,5,1,3,1,2,2,1,1,1,5,5,1,1,1,1,1,1,5,1,5,1,5,1,5,1,techDL,47,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,gleich,gleich,gleich,1,1,,4,3,,1,1,3,3,3,1,1,1,3,3,1,1,1,3,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,Fahrzeugbau,10,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,runter,runter,runter,gleich,runter,4,5,2,3,3,,2,4,3,1,4,2,4,1,4,2,1,2,3,4,2,2,2,2,2,5,1,5,1,4,1,5,1,4,2,Sonstiges VG,250,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,3,3,3,3,3,,2,5,1,3,2,1,2,4,5,5,1,1,5,5,5,2,2,3,5,5,1,3,2,3,1,3,1,3,3,Sonstiges VG,50,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,runter,hoch,hoch,gleich,5,4,2,3,3,,2,4,1,1,4,1,2,1,3,2,2,2,1,5,5,4,4,2,1,2,1,4,2,5,1,4,1,4,1,IKT-Hardware,32,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,gleich,gleich,hoch,1,5,3,4,3,,1,1,3,3,5,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,,,,,,,,,,Maschinenbau,100,100-249,>=100,39.74509803921568,0,VG,VG,Maschinenbau
hoch,hoch,gleich,hoch,gleich,gleich,2,3,2,3,2,,2,4,1,2,4,2,3,2,3,3,2,3,3,4,4,4,4,3,2,3,,,,,,,,,,Fahrzeugbau,51,50-99,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
runter,runter,runter,runter,runter,runter,5,3,2,2,3,,3,5,3,3,3,1,1,1,3,3,1,1,1,3,3,1,1,1,5,1,1,3,1,3,1,3,1,3,1,Chemie/Pharma,11,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,gleich,gleich,gleich,gleich,gleich,3,4,3,3,3,,2,4,3,3,4,1,2,4,5,5,1,3,4,5,3,2,3,3,1,5,,,,,,,,,,Fahrzeugbau,16,10-19,5-19,38.76,0,VG,VG,Fahrzeugbau
runter,runter,runter,gleich,gleich,runter,2,5,2,3,3,,3,4,3,3,3,3,4,1,4,1,3,3,3,3,3,3,4,3,1,1,,,,,,,,,,Sonstiges VG,7,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,3,5,2,3,3,,1,2,1,3,4,2,3,2,5,5,3,3,3,5,5,3,3,3,5,3,,,,,,,,,,Sonstiges VG,230,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,1,5,3,4,1,,4,2,3,3,2,1,1,5,5,5,1,1,5,5,4,2,1,5,5,5,,,,,,,,,,Sonstiges VG,164,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,1,1,3,4,3,,3,1,3,3,2,1,1,3,5,1,1,1,5,3,4,3,1,1,5,5,1,2,1,2,1,5,1,5,1,Sonstiges VG,4,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,hoch,gleich,hoch,hoch,gleich,3,3,3,3,3,,3,4,3,3,5,1,2,4,4,5,1,2,4,4,3,3,4,1,1,4,1,3,2,3,1,3,1,3,2,FuE,93,50-99,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,runter,runter,runter,2,5,3,3,3,,1,2,3,3,5,1,2,2,4,4,1,2,3,4,2,3,4,3,1,4,,,,,,,,,,Fahrzeugbau,800,500-999,>=100,20.375,0,VG,VG,Fahrzeugbau
hoch,runter,runter,gleich,runter,runter,3,2,3,2,3,,2,2,3,3,4,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,4,2,5,2,5,2,5,1,Fahrzeugbau,10,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,runter,gleich,gleich,gleich,gleich,2,4,3,4,3,,2,2,3,3,4,1,2,1,4,4,2,1,3,1,1,2,3,2,1,1,2,3,2,2,1,5,1,5,2,Fahrzeugbau,9,5-9,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,gleich,gleich,hoch,gleich,gleich,1,4,2,2,3,,2,3,3,3,2,1,2,1,3,2,3,2,3,4,4,2,2,2,1,3,,,,,,,,,,Fahrzeugbau,195,100-249,>=100,20.375,0,VG,VG,Fahrzeugbau
runter,runter,gleich,hoch,hoch,gleich,1,4,3,3,3,,2,1,3,3,5,1,1,1,4,5,1,1,1,1,5,1,1,1,1,1,,,,,,,,,,Sonstiges VG,32,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,,gleich,gleich,4,4,1,3,3,,,3,3,3,5,3,4,2,3,4,1,2,2,2,3,4,3,3,3,3,1,,2,3,1,3,1,3,2,Maschinenbau,83,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,runter,gleich,gleich,gleich,2,3,2,3,3,,3,2,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,Sonstiges VG,25,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,hoch,4,4,3,3,3,,2,2,2,3,4,1,2,4,4,3,1,2,5,4,4,1,1,1,1,5,,,,,,,,,,Chemie/Pharma,120,100-249,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
runter,runter,runter,gleich,gleich,gleich,3,1,2,3,3,,3,2,3,3,5,5,5,1,5,4,2,3,3,1,1,3,3,1,2,3,2,2,2,2,2,2,2,2,1,sonstigeDL,20,20-49,20-99,32.41176470588236,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,gleich,runter,gleich,4,4,2,2,3,,2,3,3,3,4,2,3,1,4,3,2,2,3,2,2,3,3,3,4,3,2,4,2,3,1,3,,3,1,Chemie/Pharma,18,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
gleich,gleich,runter,runter,runter,gleich,3,4,2,3,3,,2,3,3,3,5,3,4,3,4,4,3,3,3,4,4,4,3,3,3,3,1,3,2,3,1,3,2,3,2,Sonstiges VG,52,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,gleich,hoch,hoch,gleich,,3,3,4,3,,3,4,1,1,1,1,2,2,5,4,1,2,1,5,4,4,3,4,5,5,1,1,1,1,1,1,1,,3,techDL,9,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,4,2,3,3,,2,5,,1,5,3,3,1,4,4,3,2,3,4,3,4,4,1,1,1,,,,,,,,,,FuE,25,20-49,20-99,26.85714285714286,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,runter,runter,1,4,3,3,3,,3,4,3,2,3,1,1,3,4,3,1,1,3,3,3,2,3,4,4,5,2,3,1,3,1,3,1,3,1,Maschinenbau,120,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,2,3,3,3,3,,3,4,1,3,3,1,1,2,5,5,1,1,1,5,3,1,1,5,1,1,1,3,2,3,1,5,1,1,3,ReSteuWip,8,5-9,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,4,4,3,3,3,,2,3,2,2,3,2,3,1,5,4,2,2,4,4,4,3,4,3,4,3,1,3,2,3,1,3,1,3,2,Chemie/Pharma,180,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
gleich,gleich,gleich,gleich,gleich,gleich,1,1,3,3,3,,3,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,Chemie/Pharma,5,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
hoch,gleich,gleich,gleich,hoch,gleich,3,5,2,3,3,,2,4,3,3,5,1,2,2,4,3,2,4,2,4,5,4,4,2,2,2,,,,,,,,,,Chemie/Pharma,60,50-99,20-99,23.925,0,VG,VG,Chemie/Pharma
gleich,runter,gleich,gleich,gleich,gleich,4,5,3,3,3,,1,5,1,1,3,3,3,3,5,5,1,1,3,5,4,3,3,1,1,5,,,,,,,,,,techDL,175,100-249,>=100,27.52,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,1,3,3,2,3,,2,2,3,3,4,1,3,1,3,3,2,3,3,1,2,3,3,3,2,3,1,5,1,5,1,5,1,5,2,FuE,7,5-9,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,gleich,runter,4,5,3,3,3,,2,5,3,3,5,1,1,1,5,5,1,1,2,2,5,4,5,5,1,1,,,,,,,,,,Maschinenbau,5,5-9,5-19,155.2,0,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,5,5,2,3,3,,1,5,3,3,5,2,2,2,5,4,1,1,3,4,4,2,2,3,3,3,,,,,,,,,,ReSteuWip,25,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,runter,runter,runter,4,4,2,3,2,Information über einen Datenschutzvorfall,2,2,3,3,3,1,4,2,4,3,1,3,4,4,5,3,2,1,1,1,2,3,2,3,2,3,1,3,2,Sonstiges VG,250,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,5,3,3,3,2,Computer Hack,3,5,1,1,1,1,1,2,4,4,2,1,4,4,4,2,2,3,3,3,,3,,,,,,,,Sonstiges VG,8,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,runter,runter,gleich,gleich,gleich,4,3,3,4,3,,3,3,3,3,4,1,2,2,5,5,1,2,4,4,5,4,3,5,5,4,1,4,1,4,1,4,1,4,1,Fahrzeugbau,18,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
gleich,gleich,hoch,hoch,hoch,hoch,4,5,2,3,3,,2,4,3,3,5,2,4,2,4,4,4,4,2,4,4,4,4,2,3,2,1,,2,4,1,4,1,4,2,Chemie/Pharma,950,500-999,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,runter,gleich,runter,runter,runter,3,1,2,3,3,,2,2,3,2,5,2,2,1,4,2,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,Sonstiges VG,18,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,runter,gleich,gleich,hoch,2,5,2,3,3,,2,2,3,3,4,1,1,2,5,4,1,3,3,3,4,3,1,1,1,4,,,,,,,,,,Sonstiges VG,2100,>=1000,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,hoch,hoch,gleich,5,5,2,3,3,,1,5,3,3,5,1,4,3,4,4,2,2,2,4,4,4,4,2,1,3,1,5,2,4,2,4,1,4,2,UBeratung,24,20-49,20-99,96.14285714285714,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,3,5,3,3,3,,1,3,3,1,5,1,1,5,3,2,5,1,5,1,5,1,1,5,3,1,,,,,,,,,,Werbung,522,500-999,>=100,28.5,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,gleich,gleich,gleich,gleich,5,5,2,2,3,,1,5,1,1,5,3,3,2,3,3,3,4,1,4,1,3,2,1,3,3,,,,,,,,,,techDL,216,100-249,>=100,27.52,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,gleich,2,4,3,4,3,,2,3,1,2,4,1,1,1,5,5,1,1,3,5,5,5,3,4,3,5,1,3,1,3,1,5,1,5,2,Sonstiges VG,47,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,4,3,1,2,3,,3,5,1,3,5,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,,,,,,,,,,Maschinenbau,12,10-19,5-19,155.2,0,VG,VG,Maschinenbau
hoch,gleich,hoch,gleich,gleich,gleich,3,5,2,1,3,,2,3,3,3,4,1,1,1,3,5,1,3,3,3,1,1,1,1,1,1,,,,,,,,,,Sonstiges VG,26,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,hoch,gleich,hoch,hoch,gleich,1,3,2,2,3,,2,1,3,3,2,1,2,1,3,3,2,2,3,1,1,1,1,1,1,1,,,,,,,,,,Fahrzeugbau,4,5-9,5-19,38.76,0,VG,VG,Fahrzeugbau
gleich,gleich,gleich,gleich,hoch,hoch,4,4,3,4,3,,2,3,3,3,5,1,3,3,1,2,4,3,3,4,2,4,3,1,1,1,1,4,2,4,1,5,1,5,1,IKT-Dienstleister,6,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,hoch,hoch,hoch,4,5,3,3,3,,1,4,3,3,5,1,2,1,5,5,1,2,2,3,5,2,1,1,1,1,1,5,2,3,1,5,1,3,2,techDL,32,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,gleich,gleich,5,5,2,4,3,,1,5,3,3,5,1,3,2,5,5,3,5,3,5,5,5,5,5,2,2,2,3,2,3,1,5,1,5,2,IKT-Dienstleister,115,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,hoch,hoch,gleich,2,1,1,2,3,,2,2,3,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,Sonstiges VG,30,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,hoch,gleich,hoch,hoch,hoch,5,2,3,4,3,,4,5,3,3,2,1,1,3,3,3,1,1,5,3,3,3,3,5,1,5,2,1,2,1,1,1,1,1,1,Werbung,17,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,gleich,3,5,2,2,3,,1,2,3,1,3,1,2,1,4,4,1,2,4,4,5,2,2,4,2,4,1,4,2,4,1,4,1,2,1,Chemie/Pharma,19,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,hoch,gleich,runter,hoch,gleich,3,5,2,3,3,,2,5,1,1,5,1,2,1,5,5,1,3,3,5,5,5,3,1,1,1,1,5,1,5,1,5,1,5,2,IKT-Hardware,105,100-249,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
